timestamp,raw_gaze_x,raw_gaze_y,smooth_x,smooth_y
1742879245.999111,-1882.3989635694325,1964.5790695602682,-1933.8874590413968,1948.901656376536
1742879246.0260828,-1872.4574275260147,1974.6616794300899,-1921.6014527383204,1954.053660987247
1742879246.0529797,-1850.732610408495,1970.203028723392,-1907.4276842723555,1957.283534534476
1742879246.102257,-1844.2212389017732,1974.9399620465501,-1894.786395198239,1960.814820036891
1742879246.1328006,-1827.5196438705716,1963.838142093944,-1881.3330449327054,1961.4194844483018
1742879246.1688533,-1803.2591420549797,1970.1496912219045,-1865.7182643571603,1963.1655258030223
1742879246.2003436,-1786.1759022926326,1970.6186305595238,-1849.8097919442548,1964.6561467543227
1742879246.2300591,-1800.8358746995818,1983.3356491984978,-1840.0150084953202,1968.3920472431578
1742879246.2617822,-1801.8452013323003,1984.90877420357,-1832.3810470627163,1971.6953926352403
1742879246.2972834,-1812.703744854718,1988.9105776149117,-1828.445586621117,1975.1384296311746
1742879246.325733,-1802.6268221097998,1994.280272601687,-1823.2818337188535,1978.9667982252772
1742879246.3613963,-1771.9134764806258,1993.6466827159984,-1813.008162271208,1981.9027751234216
1742879246.3904722,-1772.4903607617325,1991.73398666108,-1804.904601969313,1983.8690174309534
1742879246.4393501,-1768.3695694459311,1993.0228658507676,-1797.5975954646367,1985.6997871149163
1742879246.4707665,-1745.5556955174889,1993.9850942549456,-1787.1892154752072,1987.3568485429223
1742879246.5027742,-1750.9208076754603,1998.6435121256,-1779.9355339152578,1989.6141812594578
1742879246.5350568,-1751.5933239985716,2001.008086143438,-1774.2670919319205,1991.8929622362539
1742879246.5684822,-1727.8575836882974,1999.8934648778668,-1764.985190283196,1993.4930627645767
1742879246.6051118,-1704.241107356509,1996.5341961506037,-1752.8363736978586,1994.1012894417822
1742879246.6352153,-1705.6508517540224,2005.7483323548877,-1743.3992693090916,1996.4306980244035
1742879246.6661015,-1700.7241451465852,2009.1922453779953,-1734.8642444765906,1998.983007495122
1742879246.6988404,-1685.7867735600503,2008.3996368543285,-1725.0487502932826,2000.8663333669633
1742879246.7322004,-1658.8052861612941,2013.9520376303644,-1711.800057466885,2003.4834742196435
1742879246.7752438,-1662.7401140143484,2019.7197761453244,-1701.9880687763775,2006.7307346047799
