timestamp,raw_gaze_x,raw_gaze_y,smooth_x,smooth_y
1742878975.659886,-121.31481184617951,-89.21422283494758,36.77534698175249,-89.66203896735442
1742878975.687509,-139.52575878284733,-77.21957948786985,1.5151258288325273,-87.1735470714575
1742878975.7147694,-173.19552592307627,-83.10277215977476,-33.42700452154923,-86.35939208912096
1742878975.7477849,-171.61461563051853,-91.61888280110543,-61.064526743343094,-87.41129023151787
1742878975.777494,-180.7372056883578,-72.28668882228703,-84.99906253234604,-84.3863699496717
1742878975.8083036,-189.73368513190871,-76.22206882339015,-105.94598705225857,-82.7535097244154
1742878975.8429244,-183.528645362514,-66.9685092484433,-121.46251871430965,-79.59650962922098
1742878975.8732355,-185.1625618677299,-67.7559827952573,-134.2025273449937,-77.22840426242824
1742878975.9025583,-183.8327685076456,-72.7056035467067,-144.1285755775241,-76.32384411928393
1742878975.9326968,-167.61375087086344,-74.16758114960976,-148.82561063619198,-75.8925915253491
1742878975.9640276,-164.24719378935515,-73.76208362277066,-151.90992726682464,-75.46648994483343
1742878975.99861,-157.5874048871883,-71.78942428978007,-153.0454227908974,-74.73107681382277
1742878976.0292146,-119.08192513791982,-77.07629706927582,-146.25272326030188,-75.20012086491339
1742878976.0589495,-110.42844006211635,-69.85287543917002,-139.08786662066478,-74.13067177976471
1742878976.0888536,-116.13831346158986,-68.08677469113718,-134.4979559888498,-72.92189236203922
1742878976.1188138,-84.56869663875477,-63.14941162636387,-124.51210411883082,-70.96739621490414
1742878976.1512036,-72.97513363413418,-44.89142167596583,-114.20471002189149,-65.75220130711648
1742878976.1825576,-58.15393399700952,-53.41680840451227,-102.9945548169151,-63.285122726595645
1742878976.2161117,-54.0488236857891,-50.29739278952911,-93.2054085906899,-60.68757673918235
1742878976.2476656,-28.040221148541605,-51.94704551412724,-80.17237110226024,-58.939470494171324
1742878976.2748127,-6.170741242311124,-48.65420019710109,-65.37204513027042,-56.882416434757275
1742878976.3066406,18.72848543582768,-42.437068385443126,-48.5519390170508,-53.993346824894445
1742878976.3381882,54.83609663993411,-51.70868320158297,-27.874331885653817,-53.53641410023216
1742878976.3686085,71.76296807493418,-52.45358613385724,-7.946871893536219,-53.31984850695718
1742878976.4021661,91.15175722872664,-50.988295642662706,11.872853930916353,-52.85353793409829
1742878976.431314,111.13333252742268,-48.533611063308854,31.72494965021762,-51.98955255994041
1742878976.460672,145.86653680912423,-44.913618027527264,54.553267081998946,-50.57436565345778
1742878976.4931889,162.30553022844288,-48.812556257429605,76.10371971128774,-50.222003774252144
1742878976.523486,183.11599017759363,-39.00938851497449,97.50617380454892,-47.979480722396616
1742878976.571282,197.39564300871643,-47.93182490521758,117.48406764538242,-47.96994955896081
1742878976.6028948,216.1962840612141,-46.84221594624614,137.22651092854878,-47.744402836417876
