timestamp,raw_gaze_x,raw_gaze_y,smooth_x,smooth_y
1742879095.7985017,1388.587143505425,1428.6486582955786,1389.1484292729897,1428.7479881119082
1742879095.8303878,1399.5732332270563,1430.013071338306,1391.233390063803,1429.0010047571877
1742879095.857023,1399.9611724459537,1435.859159661355,1392.9789465402332,1430.3726357380212
1742879095.886364,1407.4036864217214,1435.5793862451665,1395.863894516531,1431.4139858394503
1742879095.9132526,1401.9144513824376,1430.202237259733,1397.0740058897125,1431.171636123507
1742879095.944142,1389.2933408594945,1413.3991022024002,1395.5178728836688,1427.6171293392858
1742879095.9795094,1375.7898977549994,1422.0432559761866,1391.572277857935,1426.502354666666
1742879096.0103705,1385.1070647851393,1417.3798687730923,1390.279235243376,1424.6778574879513
1742879096.0444584,1417.874511584465,1427.4262025161333,1395.798290511594,1425.227526493588
1742879096.078588,1395.1424659968088,1427.842135641089,1395.667125608637,1425.7504483230882
1742879096.1089942,1386.0827103868924,1413.2332921434245,1393.750242564288,1423.2470170871557
1742879096.1508815,1371.1645535524476,1415.3384670080577,1389.23310476192,1421.665307071336
1742879096.1873202,1388.4284561562745,1416.672567122925,1389.0721750407909,1420.666759081654
1742879096.2194145,1393.5714943691273,1419.9738603050955,1389.9720389064582,1420.5281793263423
1742879096.2458112,1373.208716057723,1419.3222151782138,1386.6193743367112,1420.2869864967167
1742879096.278841,1397.0585301548235,1419.0651350468233,1388.7072055003337,1420.042616206738
1742879096.3115687,1389.0732546473482,1403.6833947108262,1388.7804153297368,1416.7707719075559
1742879096.3434558,1386.0653729381684,1405.2329982090287,1388.2374068514232,1414.4632171678504
1742879096.378443,1382.1282260633125,1408.8453716017411,1387.0155706938012,1413.3396480546285
1742879096.408001,1401.4683157592244,1440.492565225415,1389.9061197068859,1418.7702314887858
1742879096.4573746,1409.7847696662084,1431.3095701710645,1393.8818496987506,1421.2780992252415
1742879096.4884672,1390.5266187406978,1439.161777998841,1393.21080350714,1424.8548349799617
1742879096.5115054,1390.2315508235606,1441.036872771654,1392.6149529704244,1428.0912425383003
1742879096.529482,1408.8125473823566,1450.160401481182,1395.854471852811,1432.5050743268769
1742879096.5583243,1392.7752968831446,1447.4497962813257,1395.2386368588777,1435.4940187177667
1742879096.582216,1397.428469347342,1440.1198652926541,1395.6766033565707,1436.4191880327442
1742879096.6175053,1395.4490185933537,1448.2887852410695,1395.6310864039274,1438.7931074744092
1742879096.6823466,1377.6747103334674,1440.576050010348,1392.0398111898355,1439.1496959815972
1742879096.7111514,1382.012716691559,1443.7572509919628,1390.0343922901802,1440.0712069836704
1742879096.7461498,1382.9381168208965,1438.206175371246,1388.6151371963235,1439.6982006611856
1742879096.7901986,1390.1610967325669,1440.7180072736282,1388.9243291035723,1439.9021619836742
1742879096.823051,1383.898523136515,1444.7970009821565,1387.919167910161,1440.8811297833706
1742879096.8385642,1383.8464003607332,1446.0272420490892,1387.1046144002753,1441.9103522365144
1742879096.8530767,1404.3647739922126,1449.8807937094043,1390.5566463186628,1443.5044405310925
1742879096.885477,1405.274272257755,1449.790683147885,1393.5001715064814,1444.7616890544512
1742879096.9174745,1411.0386978844253,1448.1037604300109,1397.0078767820703,1445.4301033295633
1742879096.9529974,1435.8947465851688,1447.4143483766202,1404.78525074269,1445.8269523389747
1742879096.984601,1400.7519588810628,1448.0727849244886,1403.9785923703648,1446.2761188560776
