timestamp,raw_gaze_x,raw_gaze_y,smooth_x,smooth_y
1742879035.740687,-196.88356064208892,1221.763091265355,-231.95360567825583,1232.336002532446
1742879035.7670784,-201.265186696015,1242.8370362632722,-225.8159218818077,1234.4362092786114
1742879035.8006852,-186.02015821683926,1225.5038390793525,-217.856769148814,1232.6497352387596
1742879035.832633,-200.13681694403567,1246.4118083738795,-214.31277870785837,1235.4021498657837
1742879035.860557,-187.7910074380925,1242.4825572161153,-209.0084244539052,1236.8182313358502
1742879035.8970551,-220.22484638649075,1262.1299725158442,-211.25170884042234,1241.880579571849
1742879035.9390705,-221.29115469781755,1265.8105914073549,-213.25959801190137,1246.6665819389502
1742879035.9715652,-227.0758993726704,1264.6085098908952,-216.0228582840552,1250.2549675293394
1742879036.0060723,-247.7509726203225,1274.0861863587452,-222.36848115130866,1255.0212112952206
1742879036.0514848,-228.1059867720105,1273.0792339626405,-223.51598227544906,1258.6328158287047
1742879036.0772147,-257.1341765570669,1278.2607568944732,-230.23962113177265,1262.5584040418585
1742879036.1092682,-248.249451878537,1273.0470989462137,-233.84158728112553,1264.6561430227296
1742879036.1375306,-264.34567178932775,1273.0272216164667,-239.94240418276598,1266.330358741477
1742879036.1733418,-251.42805776432397,1274.8922120799907,-242.2395348990776,1268.0427294091799
1742879036.2062614,-268.22197194923865,1273.3040134331932,-247.43602230910983,1269.0949862139826
1742879036.2348068,-266.6777242871085,1277.3152585761673,-251.28436270470957,1270.7390406864195
1742879036.2679126,-266.01448405120937,1273.1862402544411,-254.23038697400952,1271.2284806000239
1742879036.293887,-248.46346446215102,1274.023075836798,-253.07700247163785,1271.7873996473788
1742879036.3296196,-242.7522659073602,1280.2047597437431,-251.01205515878235,1273.4708716666516
1742879036.3761432,-236.20091888192292,1281.9650629372682,-248.04982790341046,1275.169709920775
1742879036.4213667,-240.3433544012223,1281.1245831777942,-246.50853320297284,1276.3606845721788
1742879036.4582682,-250.0923012053172,1286.065259130859,-247.22528680344175,1278.301599483915
1742879036.5063136,-251.70081890029905,1276.457054864337,-248.12039322281322,1277.9326905599994
1742879036.547114,-237.4874238350003,1254.9636982087559,-245.99379934525064,1273.3388920897507
1742879036.5789528,-226.12686730685527,1259.0191704104145,-242.02041293757156,1270.4749477538835
1742879036.619853,-219.35996168327256,1261.9906655631985,-237.4883226867118,1268.7780913157467
1742879036.6592731,-220.5484051429321,1259.5421098271818,-234.10033917795585,1266.9308950180339
